Date,Open,High,Low,Close,Adj Close,Volume
2000-05-04,47.270832,48.977436,47.270832,48.156265,36.589153,79315929
2000-05-05,48.341923,48.777500,46.856674,47.892063,36.388409,78036907
2000-05-08,47.270832,48.127705,46.028366,46.271145,35.156841,41252335
2000-05-09,45.914116,47.392223,45.471397,46.892380,35.628849,42970017
2000-05-10,47.128017,47.827801,46.171177,46.449661,35.292465,46582958
2000-05-11,46.278286,46.278286,44.843025,45.235760,34.370144,45016923
2000-05-12,45.642773,46.056927,44.743057,45.114368,34.277916,28956535
2000-05-15,44.564541,46.371117,43.771935,45.628490,34.668552,40594247
2000-05-16,45.699898,45.971241,44.985836,45.328587,34.440678,21941209
2000-05-17,45.828430,46.899521,45.164352,45.535664,34.598022,54635164
2000-05-18,45.414272,45.664196,43.857620,44.286057,33.648560,37691147
2000-05-19,43.986153,45.564224,43.879044,45.071526,34.245358,55787481
2000-05-22,44.700211,45.257179,44.128963,44.621666,33.903553,21831113
2000-05-23,44.600243,45.128651,44.057556,44.950134,34.153126,29194925
2000-05-24,44.793041,45.399994,44.271774,44.664509,33.936111,28302683
2000-05-25,44.600243,45.385712,44.428867,44.671650,33.941536,18326643
2000-05-26,44.957275,45.414272,44.414589,45.192913,34.337597,24541344
2000-05-29,45.485680,49.620090,45.414272,48.477596,36.833302,82663494
2000-05-30,48.663250,49.391594,48.141987,49.098827,37.305298,39846376
2000-05-31,50.127075,50.955387,48.856049,49.113110,37.316151,59183081
2000-06-01,48.856049,49.398731,48.006313,48.441891,36.806164,37681554
2000-06-02,48.984577,49.413013,47.713551,48.191971,36.616280,40937719
2000-06-05,48.227673,50.248466,48.042019,48.441891,36.806164,75928648
2000-06-06,48.270515,48.963158,47.999172,48.384766,36.762756,27443891
2000-06-07,48.541859,49.184517,48.020596,48.263374,36.670532,26272884
2000-06-08,48.541859,49.270203,48.306221,48.677532,36.985207,32213344
2000-06-09,48.827484,50.369858,48.420471,48.727516,37.023178,86080695
2000-06-12,48.898891,49.370171,48.349064,48.470455,36.827873,28863441
2000-06-13,48.413330,49.477280,48.134846,48.341923,36.730213,47873626
2000-06-14,49.484421,49.484421,47.999172,48.177689,36.605423,31396775
2000-06-15,48.698952,48.698952,46.770988,47.335098,35.965225,42552693
2000-06-16,47.063755,47.963470,46.985207,47.449348,36.052032,31921576
2000-06-19,47.663567,47.984894,47.156582,47.320816,35.954372,21726479
2000-06-20,47.627861,47.699268,46.920940,47.170864,35.840431,29046779
2000-06-21,47.699268,47.699268,46.878098,47.006630,35.715652,14503517
2000-06-22,47.178005,49.955700,46.164036,49.270203,37.435513,134041380
2000-06-23,49.427296,50.648338,47.842079,48.234814,36.648830,112018336
2000-06-26,47.842079,47.927769,46.878098,47.292255,35.932678,24262972
2000-06-27,47.320816,48.541859,47.142300,47.770676,36.296173,53470270
2000-06-28,47.842079,48.120564,47.485050,47.663567,36.214790,12216927
2000-06-29,47.892063,49.370171,47.827801,48.877468,37.137115,53342914
2000-06-30,49.127392,49.227360,47.984894,48.670391,36.979782,44432995
2000-07-03,48.270515,50.262749,48.270515,49.720062,37.777321,68994387
2000-07-04,49.784325,49.927139,49.134529,49.327328,37.478924,37677241
2000-07-05,49.841450,51.462368,49.498703,50.576935,38.428368,94952089
2000-07-06,50.127075,52.112164,49.984264,51.747993,39.318146,100334998
2000-07-07,52.040760,52.254978,51.412384,51.583759,39.193356,55802046
2000-07-10,51.840820,52.983318,51.219589,52.626289,39.985466,65954338
2000-07-11,52.826225,53.940163,52.347805,53.690239,40.793861,85012852
2000-07-12,53.426037,53.661678,52.554882,52.847649,40.153656,35378564
2000-07-13,52.954758,53.383194,51.840820,52.233555,39.687077,41632022
2000-07-14,52.304962,52.904774,51.355259,51.583759,39.193356,44839137
2000-07-17,51.826542,52.112164,51.055355,51.883663,39.421230,43072957
2000-07-18,51.626602,51.840820,50.883980,51.148182,38.862408,26052182
2000-07-19,51.198166,51.769417,50.341293,50.569794,38.422947,29255599
2000-07-20,50.398418,51.526634,49.555828,51.069637,38.802731,62329073
2000-07-21,50.983948,50.983948,48.877468,49.113110,37.316151,71877201
2000-07-24,48.706093,48.706093,46.292568,46.628178,35.428104,42128387
2000-07-25,46.064068,48.049156,45.728458,47.684986,36.231071,46249226
2000-07-26,48.413330,48.413330,46.271145,46.499645,35.330448,27174712
2000-07-27,46.556770,50.098515,45.999802,49.134529,37.332428,60320491
2000-07-28,49.698639,49.984264,48.441891,48.620407,36.941807,41909590
2000-07-31,48.270515,48.684673,47.913486,48.099140,36.545753,14050152
2000-08-01,47.984894,48.827484,47.927769,48.341923,36.730213,26138358
2000-08-02,48.184830,48.513298,47.984894,48.413330,36.784470,10197645
2000-08-03,48.527580,49.091686,48.027737,48.220531,36.637978,23343071
2000-08-04,48.341923,48.377625,47.006630,47.142300,35.818737,22909411
2000-08-07,46.985207,47.413643,46.292568,47.163723,35.835011,17304434
2000-08-08,47.363659,47.606441,47.056614,47.249409,35.900116,15773122
2000-08-09,47.556458,48.270515,47.292255,47.656425,36.209370,16770390
2000-08-10,47.413643,47.949188,46.863815,47.063755,35.759056,11903998
2000-08-11,47.056614,47.413643,46.799549,47.020908,35.726498,13662749
2000-08-14,46.985207,47.392223,46.028366,47.035191,35.737358,18571819
2000-08-15,47.035191,47.035191,47.035191,47.035191,35.737358,0
2000-08-16,47.399364,48.670391,47.163723,48.184830,36.610851,33748444
2000-08-17,48.413330,49.327328,47.913486,48.234814,36.648830,43074763
2000-08-18,48.134846,48.534718,47.934910,48.120564,36.562019,12842097
2000-08-21,48.013454,48.399048,47.856361,48.056297,36.513195,10141291
2000-08-22,48.341923,48.877468,48.084862,48.313362,36.708515,19945994
2000-08-23,48.798923,49.413013,48.349064,48.491875,36.844139,37978314
2000-08-24,48.413330,48.663250,47.699268,47.927769,36.415531,23108385
2000-08-25,48.056297,48.327641,47.306534,47.642143,36.198513,11590425
2000-08-28,47.627861,47.842079,47.356518,47.442207,36.046608,8338343
2000-08-29,47.313675,47.770676,47.028049,47.185143,35.851288,15160093
2000-08-30,47.806377,48.384766,47.356518,48.113422,36.556602,21469562
2000-08-31,48.341923,48.670391,47.849220,48.063438,36.518627,19192326
2000-09-01,48.063438,48.063438,48.063438,48.063438,36.518627,0
2000-09-04,48.399048,50.948246,48.306221,50.541229,38.401249,55147263
2000-09-05,50.983948,51.355259,50.305592,50.805431,38.601986,25447899
2000-09-06,50.841137,52.254978,50.269886,51.926510,39.453785,68484570
2000-09-07,51.576618,52.969036,51.426666,51.676586,39.263893,52860518
2000-09-08,51.698009,53.554569,51.562340,52.969036,40.245888,41708437
2000-09-11,53.526005,55.268314,53.426037,54.718487,41.575130,49402753
2000-09-12,54.982689,55.668186,54.440002,54.761330,41.607681,30329177
2000-09-13,55.118362,55.118362,53.126129,53.625973,40.745033,41442886
2000-09-14,53.704521,54.361458,53.226101,53.654537,40.766731,29407225
2000-09-15,53.697380,53.861614,51.862244,52.262115,39.708767,26600167
2000-09-18,51.840820,51.840820,49.006001,49.441578,37.565731,36699530
2000-09-19,49.155952,50.262749,47.699268,48.213390,36.632553,34074299
2000-09-20,48.734657,50.091373,48.213390,49.627232,37.706791,26809638
2000-09-21,49.684357,49.984264,48.891750,49.684357,37.750187,24186081
2000-09-22,49.555828,49.555828,47.977753,48.320499,36.713936,29495137
2000-09-25,48.848907,49.413013,48.270515,48.834625,37.104565,24273986
2000-09-26,49.127392,49.127392,48.277657,48.741798,37.034035,20005765
2000-09-27,48.706093,50.655479,47.756393,50.255608,38.184227,46314158
2000-09-28,50.698322,50.698322,49.055984,49.355888,37.500618,34481645
2000-09-29,49.670074,49.969982,48.706093,48.913174,37.164246,18999310
2000-10-02,48.913174,48.913174,48.913174,48.913174,37.164246,0
2000-10-03,48.563282,49.341606,48.306221,49.006001,37.234776,20980640
2000-10-04,49.413013,49.770046,49.113110,49.505840,37.614548,12708845
2000-10-05,49.291622,49.598671,48.370483,48.577564,36.909256,12023694
2000-10-06,48.277657,48.813202,48.063438,48.613266,36.936382,14598733
2000-10-09,48.698952,49.484421,48.420471,48.620407,36.941807,17267329
2000-10-10,48.706093,48.770359,47.613583,47.870644,36.372128,15003643
2000-10-11,47.556458,47.756393,46.785271,47.170864,35.840431,13593385
2000-10-12,46.770988,47.770676,46.064068,46.749565,35.520340,34541080
2000-10-13,46.449661,46.449661,43.571995,45.457115,34.538330,26749594
2000-10-16,45.842709,47.756393,43.593418,44.314621,33.670265,34026193
2000-10-17,43.579136,44.514557,42.450920,43.122139,32.764217,41130622
2000-10-18,42.772247,43.200684,42.022484,42.608013,32.373592,18984563
2000-10-19,42.386654,44.043278,40.987095,43.293510,32.894424,35133648
2000-10-20,44.164665,44.771618,42.293827,42.572311,32.346458,44078130
2000-10-23,42.558029,42.558029,40.465832,40.822861,31.017223,24770653
2000-10-24,40.844284,42.086750,40.630066,41.801125,31.760508,34954378
2000-10-25,41.986782,44.143246,41.886810,43.564857,33.100601,38402361
2000-10-26,43.979012,44.271774,43.422043,43.636261,33.154850,9464451
2000-10-27,43.836201,44.057556,42.857937,43.264950,32.872730,24364476
2000-10-30,43.486309,44.186089,42.857937,42.986465,32.661133,20467231
2000-10-31,42.850796,43.379200,42.029625,43.150700,32.785915,21254965
2000-11-01,44.336040,44.671650,43.493450,44.064697,33.480373,36240150
2000-11-02,44.114681,45.414272,44.114681,45.085804,34.256203,37429075
2000-11-03,45.471397,45.807007,44.957275,45.078667,34.250793,29305448
2000-11-06,45.264320,45.685616,44.557400,44.657368,33.930679,27924683
2000-11-07,44.293198,45.021542,44.293198,44.728775,33.984940,18188182
2000-11-08,45.228619,46.042648,44.985836,45.478539,34.554615,39357062
2000-11-09,45.342869,46.085491,45.128651,45.578506,34.630573,26653573
2000-11-10,45.478539,45.664196,44.307480,44.436008,33.762493,24617766
2000-11-13,44.278915,44.278915,43.007889,43.186401,32.813049,16340321
2000-11-14,43.136417,44.543118,43.136417,44.421730,33.751648,25746963
2000-11-15,45.121510,45.328587,44.286057,44.714493,33.974094,21431841
2000-11-16,44.985836,45.042961,44.178947,44.507416,33.816753,22823018
2000-11-17,44.414589,44.478855,43.914745,44.393166,33.729939,23751426
2000-11-20,44.350323,44.643089,44.136105,44.300339,33.659412,11762441
2000-11-21,44.664509,44.664509,43.929028,44.143246,33.540043,26268501
2000-11-22,44.271774,44.485992,43.929028,44.007572,33.436966,8029378
2000-11-23,43.843338,44.628807,43.593418,44.436008,33.762493,17859113
2000-11-24,44.628807,45.257179,44.557400,44.750198,34.001221,23601936
2000-11-27,44.843025,45.685616,44.771618,45.514240,34.581734,21564378
2000-11-28,45.692757,47.163723,45.307163,47.056614,35.753628,47377765
2000-11-29,46.842396,47.470768,46.271145,46.728146,35.504063,36314157
2000-11-30,46.699581,47.163723,46.485367,46.863815,35.607143,21933226
2000-12-01,46.699581,47.163723,46.342552,46.856674,35.601719,25371028
2000-12-04,46.970924,47.899204,46.970924,47.499332,36.090015,34394173
2000-12-05,47.770676,48.527580,47.742111,48.370483,36.751915,26452743
2000-12-06,49.227360,49.227360,48.070580,48.163406,36.594570,21859563
2000-12-07,48.042019,48.606125,47.949188,48.206249,36.627136,15261870
2000-12-08,48.270515,48.827484,48.149128,48.470455,36.827873,29847712
2000-12-11,48.684673,49.548687,48.556141,49.405872,37.538597,42459410
2000-12-12,49.555828,49.584389,49.055984,49.170235,37.359562,16665910
2000-12-13,49.413013,49.919998,49.184517,49.612949,37.695938,28533133
2000-12-14,49.684357,50.384136,49.270203,49.455856,37.576576,44230792
2000-12-15,49.270203,49.270203,48.027737,48.263374,36.670532,28104717
2000-12-18,47.842079,48.970299,47.135159,48.741798,37.034035,26671366
2000-12-19,49.020283,49.213078,48.284798,48.470455,36.827873,24654157
2000-12-20,49.270203,49.270203,48.184830,48.820343,37.093712,14662985
2000-12-21,48.570423,49.263062,48.063438,48.884609,37.142540,29736622
2000-12-22,49.198795,49.555828,48.163406,48.299080,36.697655,24919575
2000-12-25,48.299080,48.299080,48.299080,48.299080,36.697655,0
2000-12-26,48.134846,48.827484,46.635319,46.842396,35.590874,26711824
2000-12-27,46.556770,47.842079,46.271145,47.563599,36.138832,28062802
2000-12-28,47.956329,48.584705,47.527893,48.384766,36.762756,28306723
2000-12-29,48.334782,48.656109,48.134846,48.406189,36.779034,18811175
2001-01-01,48.556141,49.077408,48.413330,48.806065,37.082867,21064288
2001-01-02,48.606125,51.269573,48.591843,50.598354,38.444641,46382387
2001-01-03,50.698322,51.655167,50.412701,51.419525,39.068573,61928106
2001-01-04,51.283855,52.397789,50.869698,51.098198,38.824429,41892091
2001-01-05,50.912540,52.383507,50.912540,52.026478,39.529732,52237476
2001-01-08,51.769417,52.476337,51.019650,51.440948,39.084846,47914196
2001-01-09,51.326698,51.669449,50.998230,51.119621,38.840710,31605721
2001-01-10,51.205307,51.619465,49.862873,50.227043,38.162518,33125878
2001-01-11,50.341293,51.026791,50.127075,50.812572,38.607410,28504389
2001-01-12,50.976807,51.183884,50.555511,50.634060,38.471779,16823305
2001-01-15,50.562653,50.912540,50.269886,50.776871,38.580288,13848811
2001-01-16,50.776871,52.897633,50.776871,52.612007,39.974621,72802521
2001-01-17,52.997601,53.047585,51.590900,51.705151,39.285595,29158668
2001-01-18,51.840820,52.340664,51.605183,52.090744,39.578568,19117773
2001-01-19,52.140728,53.383194,52.140728,52.711975,40.050575,45961562
2001-01-22,52.697697,53.683098,52.569164,53.483162,40.636524,53130061
2001-01-23,53.518864,54.875580,53.518864,54.504269,41.412365,57936269
2001-01-24,54.897003,54.911282,54.054409,54.318611,41.271305,38239770
2001-01-25,54.482845,54.768471,53.790207,54.511410,41.417782,31438242
2001-01-26,54.511410,54.511410,54.511410,54.511410,41.417782,0
2001-01-29,54.268627,54.268627,51.555199,53.933022,40.978329,35530953
2001-01-30,54.061550,55.839561,54.061550,55.646767,42.280437,73616220
2001-01-31,57.838932,57.838932,54.411442,54.925564,41.732464,41314122
2001-02-01,54.768471,55.496815,53.226101,55.146923,41.900650,89219279
2001-02-02,54.911282,56.539341,54.832737,56.339405,42.806694,70926036
2001-02-05,56.139469,57.196278,55.732452,57.003483,43.311256,74715250
2001-02-06,57.124870,57.481903,56.589329,56.817825,43.170208,42354188
2001-02-07,56.503639,56.832108,55.982376,56.189453,42.692764,25467554
2001-02-08,55.868126,56.760700,55.768154,56.546482,42.964043,33494292
2001-02-09,56.696438,57.410496,56.303703,56.967777,43.284134,48805640
2001-02-12,56.589329,58.038872,56.446514,57.203419,43.463181,46139005
2001-02-13,57.410496,58.824337,56.767841,58.560135,44.494022,59748950
2001-02-14,59.245632,59.609802,58.488728,59.345600,45.090809,62716407
2001-02-15,59.267056,60.752300,58.981430,60.366711,45.866653,102980395
2001-02-16,60.538082,61.316410,59.981117,60.331005,45.839523,88818270
2001-02-19,60.409554,60.987942,59.766899,60.745159,46.154198,44573830
2001-02-20,60.552364,60.916534,60.123928,60.380989,45.877502,50106965
2001-02-21,60.416695,60.673756,58.852901,59.138523,44.933468,55247906
2001-02-22,58.981430,59.838303,58.353058,59.217072,44.993156,54528198
2001-02-23,59.274197,60.066803,58.495869,58.738651,44.629650,54109655
2001-02-26,58.581554,58.967148,57.589012,58.017448,44.081673,43564918
2001-02-27,58.195965,58.445885,56.739281,57.424778,43.631363,39286865
2001-02-28,57.410496,59.981117,57.217701,59.138523,44.933468,77371004
2001-03-01,59.409866,63.694233,59.409866,62.580299,47.548534,111597153
2001-03-02,62.837360,64.408295,59.288479,59.852585,45.476009,93943477
2001-03-05,60.052521,60.695175,57.481903,58.360199,44.342102,66100012
2001-03-06,58.360199,58.360199,58.360199,58.360199,44.342102,0
2001-03-07,58.838619,60.652332,56.924934,58.838619,44.705601,52831648
2001-03-08,59.045696,60.002537,58.417320,59.038555,44.857521,31023536
2001-03-09,58.710087,58.710087,56.932076,58.481586,44.434334,27494139
2001-03-12,58.424461,58.838619,57.410496,58.267368,44.271572,25706308
2001-03-13,57.274826,59.766899,53.611694,55.425407,42.112244,36866588
2001-03-14,55.553940,57.824654,55.004112,57.039185,43.338394,23614589
2001-03-15,56.125187,57.331951,55.425407,56.732140,43.105103,17395280
2001-03-16,56.267998,57.017761,54.140099,54.839878,41.667362,22430215
2001-03-19,54.411442,55.411125,53.640255,54.625660,41.504593,15816633
2001-03-20,54.839878,54.946987,52.911915,53.318928,40.511742,12757770
2001-03-21,53.768787,57.589012,52.162148,57.310528,43.544559,23261341
2001-03-22,57.888916,58.381618,55.839561,56.182312,42.687340,20083909
2001-03-23,56.267998,57.217701,53.454597,54.204365,41.184498,24811804
2001-03-26,54.268627,55.211189,53.711662,54.868439,41.689060,12405615
2001-03-27,54.697063,56.325123,54.511410,55.796719,42.394363,20557419
2001-03-28,56.410812,57.838932,56.210873,57.410496,43.620510,18678091
2001-03-29,57.303387,57.960323,56.267998,56.617889,43.018291,26699949
2001-03-30,56.282280,56.653591,55.218330,55.632484,42.269585,17200024
2001-04-02,55.196907,56.239437,53.490303,55.846703,42.432343,19534951
2001-04-03,55.696751,56.410812,55.125504,55.818142,42.410652,10767967
2001-04-04,54.290051,55.368282,54.018707,54.711346,41.569695,10164658
2001-04-05,54.711346,54.711346,54.711346,54.711346,41.569695,0
2001-04-06,54.697063,56.118046,54.411442,54.661362,41.531723,8173532
2001-04-09,54.297192,54.797035,50.234184,51.019650,38.764748,34258919
2001-04-10,50.726887,50.726887,46.599613,46.928082,35.655972,25590155
2001-04-11,47.128017,48.206249,43.793354,46.306850,35.183960,39788944
2001-04-12,45.414272,45.414272,41.715439,42.465202,32.265076,45514156
2001-04-13,42.465202,42.465202,42.465202,42.465202,32.265076,0
2001-04-16,41.786842,44.700211,41.415531,44.007572,33.436966,31572243
2001-04-17,43.843338,45.956959,43.700527,45.014400,34.201962,27673101
2001-04-18,44.843025,47.113739,43.272091,46.728146,35.504063,46034672
2001-04-19,47.120880,54.068691,47.120880,52.804806,40.121105,74487245
2001-04-20,52.826225,53.540287,50.426983,51.248150,38.938366,40343141
2001-04-23,50.698322,51.897945,50.091373,50.569794,38.422947,22801157
2001-04-24,50.155640,50.412701,49.198795,49.905716,37.918381,18667189
2001-04-25,49.984264,51.840820,49.698639,51.219589,38.916668,34736889
2001-04-26,51.476650,52.254978,50.241325,50.676903,39.312160,35728653
2001-04-27,50.127075,50.127075,47.499332,49.320187,38.259701,36186786
2001-04-30,49.798607,50.469826,47.699268,48.913174,37.943970,23287495
2001-05-01,48.913174,48.913174,48.913174,48.913174,37.943970,0
2001-05-02,48.841766,49.484421,48.013454,48.884609,37.921810,15844089
2001-05-03,48.698952,49.812889,48.506157,49.120251,38.104599,16386480
2001-05-04,49.006001,49.413013,48.698952,49.084545,38.076912,8797477
2001-05-07,48.984577,49.612949,48.491875,48.684673,37.766716,7874503
2001-05-08,48.627548,49.727200,48.563282,49.427296,38.342800,15404071
2001-05-09,49.555828,51.098198,49.491562,50.234184,38.968727,31153070
2001-05-10,50.255608,50.941105,50.069950,50.719746,39.345394,15266092
2001-05-11,50.905403,51.598042,50.576935,50.748306,39.367558,15619465
2001-05-14,50.698322,51.705151,50.648338,51.383823,39.860558,12439520
2001-05-15,50.983948,53.183254,49.720062,52.954758,41.079189,32553812
2001-05-16,53.211819,53.526005,52.147869,52.404930,40.652668,23227724
2001-05-17,52.683414,54.989830,52.683414,54.632801,42.380909,40610226
2001-05-18,54.939846,54.961269,53.268944,53.533146,41.527859,21129093
2001-05-21,53.126129,54.482845,53.069008,53.790207,41.727280,20335737
2001-05-22,53.961582,54.482845,53.654537,53.904457,41.815907,14755449
2001-05-23,53.847332,54.732769,53.818771,54.418579,42.214737,13203992
2001-05-24,54.411442,56.325123,54.411442,56.110905,43.527542,47278494
2001-05-25,56.260860,56.796406,55.846703,56.203735,43.599556,29865995
2001-05-28,56.267998,57.396214,56.267998,56.953499,44.181171,18246503
2001-05-29,56.982059,58.117416,56.696438,57.610435,44.690792,21405743
2001-05-30,57.981747,58.081715,55.689610,55.918110,43.377983,27350103
2001-05-31,55.639626,56.239437,54.697063,56.025219,43.461086,21446937
2001-06-01,56.160889,56.303703,53.997284,54.304333,42.126106,21539051
2001-06-04,54.554253,54.689926,53.019024,53.518864,41.516796,15565177
2001-06-05,53.233238,53.954441,52.911915,53.261803,41.317379,14181325
2001-06-06,53.540287,53.697380,51.962212,52.204994,40.497566,19812406
2001-06-07,52.412071,52.476337,51.005371,52.012196,40.348003,26351925
2001-06-08,52.126446,53.333210,52.033619,52.897633,41.034874,25181325
2001-06-11,52.840508,53.190395,52.283539,52.940475,41.068115,18693657
2001-06-12,52.826225,53.026161,52.483475,52.847649,40.996105,9657376
2001-06-13,52.983318,53.825912,52.847649,53.611694,41.588802,16090434
2001-06-14,53.390335,54.025848,51.712292,51.969353,40.314770,32569301
2001-06-15,51.712292,51.712292,50.426983,51.069637,39.616821,23747757
2001-06-18,50.712605,50.983948,48.427608,48.641830,37.733475,27732263
2001-06-19,48.556141,49.698639,48.506157,49.534405,38.425892,18261999
2001-06-20,47.842079,50.127075,47.842079,49.248779,38.204300,13047115
2001-06-21,49.234501,50.048531,48.556141,48.713234,37.788864,23616605
2001-06-22,48.841766,49.098827,48.013454,48.898891,37.932888,15593508
2001-06-25,48.656109,48.998859,47.920628,48.763218,37.827641,12362572
2001-06-26,48.627548,49.820030,48.413330,49.527264,38.420345,14201708
2001-06-27,49.413013,51.398106,48.956017,51.141041,39.672222,22164761
